APPL_ID,POD_ID,LATITUDE,LONGITUDE,WATERSHED,SUBWATERSHED,LEGAL_DELTA,WEIGHT_DIR,WEIGHT_STOR
A004351,8913,38.7703754,-121.6327916,Sacramento,Sacramento Valley Floor,FALSE,0.125,0.125
A004355A,45509,39.05915666,-121.839081,Sacramento,Sacramento Valley Floor,FALSE,1,1
A004355B,10974,39.05915666,-121.839081,Sacramento,Sacramento Valley Floor,FALSE,1,1
A004357,3138,38.77255582,-120.4001128,Sacramento,Upper American,FALSE,1,1
A004364,17311,38.77987235,-121.6874678,Sacramento,Sacramento Valley Floor,FALSE,0.5,0.5
A004364,17312,38.79554317,-121.6947674,Sacramento,Sacramento Valley Floor,FALSE,0.5,0.5
A004365,31773,38.77255582,-120.4001128,Sacramento,Upper American,FALSE,1,1
A004367,28698,38.46739534,-121.5281738,Sacramento,Sacramento Valley Floor,TRUE,0.5,0.5
A004367,28699,38.47068175,-121.5260563,Sacramento,Sacramento Valley Floor,TRUE,0.5,0.5
A004369,89,38.47147167,-121.5093746,Sacramento,Sacramento Valley Floor,TRUE,1,1
A004372,3139,38.43607853,-121.5248895,Sacramento,Sacramento Valley Floor,TRUE,1,1
A004376,90,38.4735,-121.5191,Sacramento,Sacramento Valley Floor,TRUE,1,1
A004379,3140,38.8103,-122.6683,Sacramento,Putah,FALSE,1,1
A004400,3141,38.14009245,-121.4892328,San Joaquin,San Joaquin Valley Floor,TRUE,0.5,0.5
A004400,3142,38.14080738,-121.5038993,San Joaquin,San Joaquin Valley Floor,TRUE,0.5,0.5
A004405,91,38.2081327,-121.0850293,San Joaquin,Mokelumne,FALSE,1,1
A004429,5876,37.80555971,-121.4591605,San Joaquin,San Joaquin Valley Floor,TRUE,1,1
A004432,5877,37.82371176,-121.5528802,San Joaquin,San Joaquin Valley Floor,TRUE,0.25,0.25
A004432,5878,37.8357,-121.541,San Joaquin,San Joaquin Valley Floor,TRUE,0.25,0.25
A004432,5879,37.84224874,-121.5375585,San Joaquin,San Joaquin Valley Floor,TRUE,0.25,0.25
A004432,37571,37.82059379,-121.5327548,San Joaquin,San Joaquin Valley Floor,TRUE,0.25,0.25
A004441,28700,39.90182642,-121.2280169,Sacramento,Upper Feather,FALSE,0.5,0.5
A004441,28701,39.89589393,-121.2036713,Sacramento,Upper Feather,FALSE,0.5,0.5
A004451,93,37.7866365,-121.3087242,San Joaquin,San Joaquin Valley Floor,TRUE,1,1
A004452,94,37.88160544,-121.4629163,San Joaquin,San Joaquin Valley Floor,TRUE,0.333333333,0.333333333
A004452,95,37.88160544,-121.4629163,San Joaquin,San Joaquin Valley Floor,TRUE,0.333333333,0.333333333
A004452,37572,37.82050618,-121.4448123,San Joaquin,San Joaquin Valley Floor,TRUE,0.333333333,0.333333333
A004453,37573,39.96850608,-121.2236854,Sacramento,Upper Feather,FALSE,1,1
A004454,22943,38.09422361,-121.4900097,San Joaquin,San Joaquin Valley Floor,TRUE,0.5,0.5
A004454,22944,38.09998431,-121.4907819,San Joaquin,San Joaquin Valley Floor,TRUE,0.5,0.5
A004460,3145,37.67086991,-121.2466534,San Joaquin,San Joaquin Valley Floor,FALSE,0.125,0.125
A004460,3146,37.69543784,-121.2700577,San Joaquin,San Joaquin Valley Floor,TRUE,0.125,0.125
A004460,3147,37.68753409,-121.2606447,San Joaquin,San Joaquin Valley Floor,TRUE,0.125,0.125
A004460,3148,37.67199245,-121.2428639,San Joaquin,San Joaquin Valley Floor,FALSE,0.125,0.125
A004460,34521,37.6648824,-121.237956,San Joaquin,Stanislaus,TRUE,0.125,0.125
A004460,34522,37.67678364,-121.2232155,San Joaquin,San Joaquin Valley Floor,TRUE,0.125,0.125
A004460,34523,37.68364943,-121.2232823,San Joaquin,Stanislaus,FALSE,0.125,0.125
A004460,34524,37.69501611,-121.2057656,San Joaquin,Stanislaus,FALSE,0.125,0.125
A004464,5881,38.70520578,-121.4113019,Sacramento,Sacramento Valley Floor,FALSE,0.333333333,0.333333333
A004464,5882,38.70413759,-121.4172681,Sacramento,Sacramento Valley Floor,FALSE,0.333333333,0.333333333
A004464,5883,38.70850787,-121.4126764,Sacramento,Sacramento Valley Floor,FALSE,0.333333333,0.333333333
A004470,28702,37.76273478,-121.3098477,San Joaquin,San Joaquin Valley Floor,TRUE,1,1
A004471,22945,37.99427137,-121.4203082,San Joaquin,San Joaquin Valley Floor,TRUE,1,1
A004472,11740,37.77569405,-121.3023769,San Joaquin,San Joaquin Valley Floor,TRUE,0.5,0.5
A004472,11741,37.77954348,-121.3017264,San Joaquin,San Joaquin Valley Floor,TRUE,0.5,0.5
A004491,17314,39.89153764,-121.2922824,Sacramento,Upper Feather,FALSE,0.5,0.5
A004491,40406,39.90182642,-121.2280169,Sacramento,Upper Feather,FALSE,0.5,0.5
A004494,5884,39.30233856,-121.0278222,Sacramento,Yuba,FALSE,1,1
A004501,97,38.4322714,-121.5339913,Sacramento,Sacramento Valley Floor,TRUE,1,1
A004506,34525,37.76273478,-121.3098477,San Joaquin,San Joaquin Valley Floor,TRUE,1,1
A004507,34526,37.54717297,-121.1229578,San Joaquin,San Joaquin Valley Floor,FALSE,1,1
A004510,33137,38.7152532,-120.9955336,Sacramento,Upper American,FALSE,1,1
A004512,8914,37.82048735,-121.4808194,San Joaquin,San Joaquin Valley Floor,TRUE,1,1
A004513,11743,37.82041518,-121.4894741,San Joaquin,San Joaquin Valley Floor,TRUE,0.5,0.5
A004513,11744,37.82048735,-121.4808194,San Joaquin,San Joaquin Valley Floor,TRUE,0.5,0.5
A004520,98,37.86505572,-121.3272473,San Joaquin,San Joaquin Valley Floor,TRUE,1,1
A004537,11745,37.95147922,-121.3774628,San Joaquin,San Joaquin Valley Floor,TRUE,0.5,0.5
A004537,11746,37.95586785,-121.3782085,San Joaquin,San Joaquin Valley Floor,TRUE,0.5,0.5
A004554,43414,41.24985074,-120.9340413,Sacramento,Sacramento Bend,FALSE,1,1
A004561,34528,41.23223694,-122.0092914,Sacramento,Sacramento Bend,FALSE,1,1
A004562,43415,37.90406827,-121.3252565,San Joaquin,San Joaquin Valley Floor,TRUE,1,1
A004568,11747,37.916314,-121.3217529,San Joaquin,San Joaquin Valley Floor,TRUE,0.25,0.25
A004568,11748,37.91519855,-121.3042341,San Joaquin,San Joaquin Valley Floor,TRUE,0.25,0.25
A004568,11749,37.91275991,-121.2993545,San Joaquin,San Joaquin Valley Floor,TRUE,0.25,0.25
A004568,20261,37.91022119,-121.3092063,San Joaquin,San Joaquin Valley Floor,TRUE,0.25,0.25
A004569,11750,37.77128595,-121.3044052,San Joaquin,San Joaquin Valley Floor,TRUE,1,1
A004592,22948,40.3736276,-122.9673537,Sacramento,Sacramento Bend,FALSE,1,1
A004597A,22406,38.90058306,-121.2048123,Sacramento,Sacramento Valley Floor,FALSE,1,1
A004597B,5311,38.90058306,-121.2048123,Sacramento,Sacramento Valley Floor,FALSE,1,1
A004597C,22407,38.90058306,-121.2048123,Sacramento,Sacramento Valley Floor,FALSE,1,1
A004598,34529,39.89153764,-121.2922824,Sacramento,Upper Feather,FALSE,1,1
A004607,34465,37.58588032,-121.1263878,San Joaquin,Tuolumne,FALSE,0.5,0.5
A004607,34466,37.59548707,-121.1275041,San Joaquin,Tuolumne,FALSE,0.5,0.5
A004613,40340,39.06506029,-121.8392438,Sacramento,Sacramento Valley Floor,FALSE,1,1
A004635,20290,37.8169371,-121.5732106,San Joaquin,San Joaquin Valley Floor,TRUE,0.5,0.5
A004635,34467,37.82728635,-121.5524116,San Joaquin,San Joaquin Valley Floor,TRUE,0.5,0.5
A004636,11687,37.846,-121.3802,San Joaquin,San Joaquin Valley Floor,TRUE,1,1
A004637,31817,37.85893174,-121.3767142,San Joaquin,San Joaquin Valley Floor,TRUE,0.25,0.25
A004637,31818,37.84599383,-121.3807173,San Joaquin,San Joaquin Valley Floor,TRUE,0.25,0.25
A004637,31819,37.83526307,-121.3833603,San Joaquin,San Joaquin Valley Floor,TRUE,0.25,0.25
A004637,31820,37.86194738,-121.3774427,San Joaquin,San Joaquin Valley Floor,TRUE,0.25,0.25
A004662,40342,37.81835543,-121.5057188,San Joaquin,San Joaquin Valley Floor,TRUE,1,1
A004663,37,39.62226359,-121.7501071,Sacramento,Upper Sacramento Valley,FALSE,1,1
A004664,14617,39.59445928,-121.7810787,Sacramento,Upper Sacramento Valley,FALSE,1,1
A004665,34468,39.60270245,-121.7847793,Sacramento,Upper Sacramento Valley,FALSE,1,1
A004699,37629,39.06506029,-121.8392438,Sacramento,Sacramento Valley Floor,FALSE,1,1
A004700,39,40.6753,-121.442,Sacramento,Sacramento Bend,FALSE,1,1
A004709,34469,37.44987916,-119.4768167,San Joaquin,Upper San Joaquin,FALSE,1,1
A004722,37630,38.77854976,-120.2813888,Sacramento,Upper American,FALSE,1,1
A004731,40343,39.54436776,-120.8875889,Sacramento,Yuba,FALSE,1,1
A004740,34471,38.7618156,-120.3393204,Sacramento,Upper American,FALSE,1,1
A004743,38991,38.5905185,-121.3275802,Sacramento,Sacramento Valley Floor,FALSE,0.5,0.5
A004743,38992,38.6306687,-121.2914934,Sacramento,Sacramento Valley Floor,FALSE,0.5,0.5
A004768,22904,38.25723167,-120.8504652,San Joaquin,Mokelumne,FALSE,1,1
A004778,40344,38.24801068,-120.5330726,San Joaquin,Calaveras,FALSE,1,1
A004781,28645,38.81020043,-120.0923004,Sacramento,Upper American,FALSE,1,1
A004820,40346,37.8189596,-121.3596236,San Joaquin,San Joaquin Valley Floor,TRUE,1,1
A004821,31821,38.71668607,-121.4010425,Sacramento,Sacramento Valley Floor,FALSE,1,1
A004851,40349,39.3109638,-120.5816203,Sacramento,Upper American,FALSE,1,1
A004856,25934,39.41803315,-121.8513588,Sacramento,Upper Sacramento Valley,FALSE,0.5,0.5
A004856,25935,39.42049635,-121.845336,Sacramento,Upper Sacramento Valley,FALSE,0.5,0.5
A004862,22906,39.3590274,-121.8719962,Sacramento,Upper Sacramento Valley,FALSE,1,1
A004864,43455,39.16823994,-121.5905164,Sacramento,Sacramento Valley Floor,FALSE,1,1
A004868,22907,38.82839968,-120.9054643,Sacramento,Upper American,FALSE,1,1
A004871,28646,39.89153764,-121.2922824,Sacramento,Upper Feather,FALSE,1,1
A004889,14619,38.74616338,-122.5249255,Sacramento,Putah,FALSE,0.25,0.25
A004889,14620,38.7450189,-122.5350856,Sacramento,Putah,FALSE,0.25,0.25
A004889,17265,38.7252991,-122.5238956,Sacramento,Putah,FALSE,0.25,0.25
A004889,17266,38.75750934,-122.505019,Sacramento,Putah,FALSE,0.25,0.25
A004894,8945,38.20434584,-121.4566827,San Joaquin,San Joaquin Valley Floor,TRUE,1,1
A004895,17267,38.33839917,-119.8330293,San Joaquin,Stanislaus,FALSE,1,1
A004901,17268,38.73540951,-121.6045748,Sacramento,Sacramento Valley Floor,FALSE,0.333333333,0.333333333
A004901,17269,38.76708488,-121.6342116,Sacramento,Sacramento Valley Floor,FALSE,0.333333333,0.333333333
A004901,25936,38.79918947,-121.7252798,Sacramento,Sacramento Valley Floor,FALSE,0.333333333,0.333333333
A004902,5828,38.73540951,-121.6045748,Sacramento,Sacramento Valley Floor,FALSE,0.333333333,0.333333333
A004902,5829,38.76708488,-121.6342116,Sacramento,Sacramento Valley Floor,FALSE,0.333333333,0.333333333
A004902,17270,38.79918947,-121.7252798,Sacramento,Sacramento Valley Floor,FALSE,0.333333333,0.333333333
A004921,28647,37.80136009,-121.4348768,San Joaquin,San Joaquin Valley Floor,TRUE,1,1
A004922,31824,37.91589846,-121.3222682,San Joaquin,San Joaquin Valley Floor,TRUE,1,1
A004939,5830,39.72452012,-122.2542219,Sacramento,Sacramento Valley Floor,FALSE,1,1
A004942,5831,37.94761806,-121.608398,San Joaquin,San Joaquin Valley Floor,TRUE,0.166666667,0.166666667
A004942,5832,37.95397288,-121.6043308,San Joaquin,San Joaquin Valley Floor,TRUE,0.166666667,0.166666667
A004942,8946,37.96770323,-121.5747009,San Joaquin,San Joaquin Valley Floor,TRUE,0.166666667,0.166666667
A004942,8947,37.94305791,-121.5667139,San Joaquin,San Joaquin Valley Floor,TRUE,0.166666667,0.166666667
A004942,22908,37.97117487,-121.5855061,San Joaquin,San Joaquin Valley Floor,TRUE,0.166666667,0.166666667
A004942,22909,37.96770323,-121.5747009,San Joaquin,San Joaquin Valley Floor,TRUE,0.166666667,0.166666667
A004943,5833,38.03965942,-121.4795573,San Joaquin,San Joaquin Valley Floor,TRUE,0.166666667,0.166666667
A004943,5834,38.04175834,-121.405619,San Joaquin,San Joaquin Valley Floor,TRUE,0.166666667,0.166666667
A004943,11691,38.04175834,-121.405619,San Joaquin,San Joaquin Valley Floor,TRUE,0.166666667,0.166666667
A004943,11692,38.04175834,-121.405619,San Joaquin,San Joaquin Valley Floor,TRUE,0.166666667,0.166666667
A004943,28648,38.03965942,-121.4795573,San Joaquin,San Joaquin Valley Floor,TRUE,0.166666667,0.166666667
A004943,28649,37.99646148,-121.421203,San Joaquin,San Joaquin Valley Floor,TRUE,0.166666667,0.166666667
A004944,47,37.93922535,-121.5344082,San Joaquin,San Joaquin Valley Floor,TRUE,0.125,0.125
A004944,48,37.97552471,-121.529017,San Joaquin,San Joaquin Valley Floor,TRUE,0.125,0.125
A004944,5835,37.97068219,-121.4848901,San Joaquin,San Joaquin Valley Floor,TRUE,0.125,0.125
A004944,5836,37.99967851,-121.2874869,San Joaquin,San Joaquin Valley Floor,FALSE,0.125,0.125
A004944,5837,37.97552471,-121.529017,San Joaquin,San Joaquin Valley Floor,TRUE,0.125,0.125
A004944,5838,37.97068219,-121.4848901,San Joaquin,San Joaquin Valley Floor,TRUE,0.125,0.125
A004944,11693,37.97068219,-121.4848901,San Joaquin,San Joaquin Valley Floor,TRUE,0.125,0.125
A004944,11694,37.94057288,-121.4387142,San Joaquin,San Joaquin Valley Floor,TRUE,0.125,0.125
A004945,34475,37.89521899,-121.2940362,San Joaquin,San Joaquin Valley Floor,FALSE,0.25,0.25
A004945,34476,37.93898405,-121.5305902,San Joaquin,San Joaquin Valley Floor,TRUE,0.25,0.25
A004945,40351,37.8984,-121.4935,San Joaquin,San Joaquin Valley Floor,TRUE,0.25,0.25
A004945,40352,37.91829083,-121.4432855,San Joaquin,San Joaquin Valley Floor,TRUE,0.25,0.25
A004946,34477,38.0288725,-120.2437667,San Joaquin,Tuolumne,FALSE,1,1
A004951,43458,39.4643551,-121.7991939,Sacramento,Upper Sacramento Valley,FALSE,0.333333333,0.333333333
A004951,43459,39.47918211,-121.7998601,Sacramento,Upper Sacramento Valley,FALSE,0.333333333,0.333333333
A004951,43460,39.47918211,-121.7998601,Sacramento,Upper Sacramento Valley,FALSE,0.333333333,0.333333333
A004959,5839,39.33266071,-121.8642663,Sacramento,Upper Sacramento Valley,FALSE,0.333333333,0.333333333
A004959,14621,39.34003607,-121.8349054,Sacramento,Upper Sacramento Valley,FALSE,0.333333333,0.333333333
A004959,14622,39.34029885,-121.8267725,Sacramento,Upper Sacramento Valley,FALSE,0.333333333,0.333333333
A004979,43461,37.87595023,-121.3779548,San Joaquin,San Joaquin Valley Floor,TRUE,1,1
A004989,34478,39.92951706,-121.6181486,Sacramento,Upper Sacramento Valley,FALSE,1,1
A004991,17272,37.80045597,-121.3736006,San Joaquin,San Joaquin Valley Floor,TRUE,0.111111111,0.111111111
A004991,43462,37.79012112,-121.4202517,San Joaquin,San Joaquin Valley Floor,TRUE,0.111111111,0.111111111
A004991,43463,37.76729772,-121.3514695,San Joaquin,San Joaquin Valley Floor,TRUE,0.111111111,0.111111111
A004991,43464,37.77063138,-121.3583721,San Joaquin,San Joaquin Valley Floor,TRUE,0.111111111,0.111111111
A004991,43465,37.7697367,-121.3680494,San Joaquin,San Joaquin Valley Floor,TRUE,0.111111111,0.111111111
A004991,43466,37.77015233,-121.3860456,San Joaquin,San Joaquin Valley Floor,TRUE,0.111111111,0.111111111
A004991,43467,37.77781831,-121.3892512,San Joaquin,San Joaquin Valley Floor,TRUE,0.111111111,0.111111111
A004991,43468,37.78506421,-121.4114857,San Joaquin,San Joaquin Valley Floor,TRUE,0.111111111,0.111111111
A004991,43469,37.78939373,-121.4198447,San Joaquin,San Joaquin Valley Floor,TRUE,0.111111111,0.111111111
A005004,5840,39.39248152,-121.1419585,Sacramento,Yuba,FALSE,1,1
A005015,8948,40.01977634,-121.3941225,Sacramento,Upper Feather,FALSE,1,1
A005024,37637,38.77670456,-120.2681011,Sacramento,Upper American,FALSE,1,1
A005031,22975,38.6077161,-121.3102697,Sacramento,Sacramento Valley Floor,FALSE,1,1
A005047,25937,37.81496015,-121.4166997,San Joaquin,San Joaquin Valley Floor,TRUE,0.25,0.25
A005047,25938,37.80937608,-121.3927449,San Joaquin,San Joaquin Valley Floor,TRUE,0.25,0.25
A005047,34569,37.81971144,-121.4060256,San Joaquin,San Joaquin Valley Floor,TRUE,0.25,0.25
A005047,40440,37.8300168,-121.3871067,San Joaquin,San Joaquin Valley Floor,TRUE,0.25,0.25
A005063,8949,37.88232014,-121.3326376,San Joaquin,San Joaquin Valley Floor,TRUE,1,1
A005064,40441,37.94437268,-121.3728702,San Joaquin,San Joaquin Valley Floor,TRUE,1,1
A005092,37638,38.19510857,-121.4781379,San Joaquin,San Joaquin Valley Floor,TRUE,0,0
A005092,37639,38.2046,-121.478,San Joaquin,San Joaquin Valley Floor,TRUE,0.5,0.5
A005092,44794,38.2044,-121.4779,San Joaquin,San Joaquin Valley Floor,TRUE,0.5,0.5
A005092,44795,38.2043,-121.4778,San Joaquin,San Joaquin Valley Floor,TRUE,0,0
A005100,25939,39.14175073,-121.9196355,Sacramento,Sacramento Valley Floor,FALSE,1,1
A005102,34570,37.92521605,-121.3251453,San Joaquin,San Joaquin Valley Floor,TRUE,1,1
A005109,31825,39.70956724,-121.7503284,Sacramento,Upper Sacramento Valley,FALSE,1,1
A005110,34571,39.70956724,-121.7503284,Sacramento,Upper Sacramento Valley,FALSE,1,1
A005120,34572,37.88451819,-121.476122,San Joaquin,San Joaquin Valley Floor,TRUE,1,1
A005121,11792,37.94437268,-121.3728702,San Joaquin,San Joaquin Valley Floor,TRUE,1,1
A005128,40442,38.25723167,-120.8504652,San Joaquin,Mokelumne,FALSE,1,1
A005137,17343,39.43737992,-121.7624483,Sacramento,Upper Sacramento Valley,FALSE,1,1
A005142,17344,38.76837461,-120.3563566,Sacramento,Upper American,FALSE,1,1
A005151,37643,41.17476392,-122.296087,Sacramento,Sacramento Bend,FALSE,1,1
A005153A,3191,37.7502,-121.3029,San Joaquin,San Joaquin Valley Floor,TRUE,0.5,0.5
A005153A,3192,37.7502,-121.303,San Joaquin,San Joaquin Valley Floor,TRUE,0.5,0.5
A005153B,22981,37.7503,-121.3031,San Joaquin,San Joaquin Valley Floor,TRUE,1,1
A005155,22983,37.79318463,-121.3150252,San Joaquin,San Joaquin Valley Floor,TRUE,0.125,0.125
A005155,22984,37.79155771,-121.3510002,San Joaquin,San Joaquin Valley Floor,TRUE,0.125,0.125
A005155,22985,37.78558544,-121.3412422,San Joaquin,San Joaquin Valley Floor,TRUE,0.125,0.125
A005155,22986,37.79372719,-121.3548322,San Joaquin,San Joaquin Valley Floor,TRUE,0.125,0.125
A005155,28739,37.81302157,-121.3827493,San Joaquin,San Joaquin Valley Floor,TRUE,0.125,0.125
A005155,28740,37.81836993,-121.3651562,San Joaquin,San Joaquin Valley Floor,TRUE,0.125,0.125
A005155,28741,37.81597394,-121.3547422,San Joaquin,San Joaquin Valley Floor,TRUE,0.125,0.125
A005155,28742,37.80736376,-121.3297196,San Joaquin,San Joaquin Valley Floor,TRUE,0.125,0.125
A005160A,10428,38.8098939,-121.7234837,Sacramento,Sacramento Valley Floor,FALSE,1,1
A005161,28743,38.49699861,-120.2148814,San Joaquin,Mokelumne,FALSE,1,1
A005171,5928,40.43485573,-121.3443789,Sacramento,Upper Feather,FALSE,1,1
A005193,17346,39.50890799,-120.55601,Sacramento,Yuba,FALSE,0.5,0.5
A005193,46120,39.5225504,-120.5826757,Sacramento,Yuba,FALSE,0.5,0.5
A005201,131,37.78339115,-121.4830978,San Joaquin,San Joaquin Valley Floor,TRUE,1,1
A005204,43471,39.43737992,-121.7624483,Sacramento,Upper Sacramento Valley,FALSE,1,1
A005209A,133,37.7501,-121.3032,San Joaquin,San Joaquin Valley Floor,TRUE,1,1
A005209B,5929,37.7502,-121.3029,San Joaquin,San Joaquin Valley Floor,TRUE,1,1
A005210,37644,38.50954306,-122.0437158,Sacramento,Putah,FALSE,0.5,0.5
A005210,37645,38.51420789,-122.0517569,Sacramento,Putah,FALSE,0.5,0.5
A005212,25942,39.84916774,-121.8290736,Sacramento,Upper Sacramento Valley,FALSE,1,1
A005214,17348,39.20136599,-120.7994582,Sacramento,Upper American,FALSE,1,1
A005240,20301,38.49699861,-120.2148814,San Joaquin,Mokelumne,FALSE,1,1
A005248,34573,37.72491172,-121.2983707,San Joaquin,San Joaquin Valley Floor,TRUE,1,1
A005269,28745,37.58324407,-121.1053138,San Joaquin,Tuolumne,FALSE,1,1
A005271,40444,37.23374087,-119.4756519,San Joaquin,Upper San Joaquin,FALSE,1,1
A005316,37649,37.69501611,-121.2057656,San Joaquin,Stanislaus,FALSE,1,1
A005359,137,38.73540951,-121.6045748,Sacramento,Sacramento Valley Floor,FALSE,0.333333333,0.333333333
A005359,138,38.76708488,-121.6342116,Sacramento,Sacramento Valley Floor,FALSE,0.333333333,0.333333333
A005359,14627,38.79918947,-121.7252798,Sacramento,Sacramento Valley Floor,FALSE,0.333333333,0.333333333
A005364,40447,37.87837788,-121.383874,San Joaquin,San Joaquin Valley Floor,TRUE,1,1
A005373,20302,38.68503431,-121.4412476,Sacramento,Sacramento Valley Floor,FALSE,1,1
A005386,11795,37.23215471,-120.507892,San Joaquin,San Joaquin Valley Floor,FALSE,0.5,0.5
A005386,11796,37.23517603,-120.4979308,San Joaquin,San Joaquin Valley Floor,FALSE,0.5,0.5
A005413,22992,38.85079504,-121.1537486,Sacramento,Sacramento Valley Floor,FALSE,1,1
A005535,28750,38.82196382,-120.0728503,Sacramento,Upper American,FALSE,1,1
A005549,17350,41.18610814,-121.7407844,Sacramento,Sacramento Bend,FALSE,1,1
A005601,5933,38.77537023,-120.2731111,Sacramento,Upper American,FALSE,1,1
A005618,20303,38.70472521,-120.0423769,Sacramento,Upper American,FALSE,0.25,0.25
A005618,40449,38.85982235,-120.1375106,Sacramento,Upper American,FALSE,0.25,0.25
A005618,40450,38.66855128,-120.1218461,Sacramento,Upper American,FALSE,0.25,0.25
A005625,11798,40.71761076,-122.4203359,Sacramento,Sacramento Bend,FALSE,1,1
A005626,8951,37.83008859,-121.5569286,San Joaquin,San Joaquin Valley Floor,TRUE,0.2,0
A005626,8952,38.22432373,-121.5137631,San Joaquin,San Joaquin Valley Floor,TRUE,0,0
A005626,8953,39.78957266,-122.0501994,Sacramento,Upper Sacramento Valley,FALSE,0,0
A005626,8954,40.15351563,-122.2082388,Sacramento,Sacramento Bend,FALSE,0.2,0
A005626,8955,40.61951854,-122.444757,Sacramento,Sacramento Bend,FALSE,0,0
A005626,8956,40.71761076,-122.4203359,Sacramento,Sacramento Bend,FALSE,0,1
A005626,16467,37.88762563,-121.5768326,San Joaquin,San Joaquin Valley Floor,TRUE,0.2,0
A005626,51621,40.1556,-122.2109,Sacramento,Sacramento Bend,FALSE,0,0
A005626,RS,37.97614117,-121.6414386,San Joaquin,San Joaquin Valley Floor,TRUE,0.2,0
A005626,VC,37.8664,-121.5452,San Joaquin,San Joaquin Valley Floor,TRUE,0.2,0
A005629,14670,39.52043862,-121.5475513,Sacramento,Upper Feather,FALSE,0.5,0
A005629,14671,39.52882144,-121.5463132,Sacramento,Upper Feather,FALSE,0.5,0
A005629,14672,39.53691831,-121.4840112,Sacramento,Upper Feather,FALSE,0,1
A005629,14673,39.45765599,-121.6391272,Sacramento,Sacramento Valley Floor,FALSE,0,0
A005629,14674,39.5154759,-121.6299688,Sacramento,Sacramento Valley Floor,FALSE,0,0
A005630,212,38.35864116,-121.5241835,Sacramento,Sacramento Valley Floor,TRUE,0,0
A005630,28842,39.51993746,-121.5478807,Sacramento,Upper Feather,FALSE,0.333333333,0
A005630,28843,39.52843397,-121.5441034,Sacramento,Upper Feather,FALSE,0.333333333,0
A005630,28844,39.53723927,-121.482704,Sacramento,Upper Feather,FALSE,0,1
A005630,31864,37.83843748,-121.5946466,San Joaquin,San Joaquin Valley Floor,TRUE,0.333333333,0
A005631,213,39.39246833,-121.141941,Sacramento,Yuba,FALSE,0.25,0.25
A005631,3239,39.43933442,-121.0592192,Sacramento,Yuba,FALSE,0.25,0.25
A005631,11889,39.43826889,-120.9969122,Sacramento,Yuba,FALSE,0.25,0.25
A005631,14675,39.24,-121.2691,Sacramento,Yuba,FALSE,0.25,0.25
A005632,6015,39.39246833,-121.141941,Sacramento,Yuba,FALSE,0,1
A005632,31865,39.20923359,-121.4443413,Sacramento,Yuba,FALSE,0.5,0
A005632,31866,39.21658229,-121.4308706,Sacramento,Yuba,FALSE,0.5,0
A005638,28845,37.00259775,-119.7072244,San Joaquin,Upper San Joaquin,FALSE,1,1
A005644A,215,38.92550628,-120.6357283,Sacramento,Upper American,FALSE,1,0
A005644A,216,38.90399885,-120.6052142,Sacramento,Upper American,FALSE,0,1
A005645A,3240,38.71507495,-120.5615988,San Joaquin,Cosumnes,FALSE,0,1
A005645A,23071,38.72450094,-120.5249485,San Joaquin,Cosumnes,FALSE,1,0
A005645B,11894,38.66855128,-120.1218461,Sacramento,Upper American,FALSE,0,0.333333333
A005645B,11895,38.85982235,-120.1375106,Sacramento,Upper American,FALSE,0,0.333333333
A005645B,28849,38.70732003,-120.0496665,Sacramento,Upper American,FALSE,0,0.333333333
A005645B,40568,38.73589165,-121.0937399,Sacramento,Upper American,FALSE,1,0
A005645B,40569,38.75428099,-120.3696595,Sacramento,Upper American,FALSE,0,0
A005646A,21766,38.54839016,-120.7391132,San Joaquin,Cosumnes,FALSE,1,1
A005647B,218,38.5381737,-120.2559252,San Joaquin,Mokelumne,FALSE,0.25,0.25
A005647B,14680,38.4411536,-120.5055195,San Joaquin,Mokelumne,FALSE,0.25,0.25
A005647B,31870,38.47697019,-120.4516677,San Joaquin,Mokelumne,FALSE,0.25,0.25
A005647B,54826,38.49844573,-120.2153429,San Joaquin,Mokelumne,FALSE,0.25,0.25
A005648A,222,38.32944161,-119.9613982,San Joaquin,Stanislaus,FALSE,0.5,0.5
A005648A,223,38.20358997,-120.0757689,San Joaquin,Stanislaus,FALSE,0.5,0.5
A005648B,20343,38.28979215,-120.866318,San Joaquin,Mokelumne,FALSE,1,1
A005648C01,23073,38.12455674,-120.6964067,San Joaquin,Calaveras,FALSE,1,1
A005648C02,20344,38.12126711,-120.6929218,San Joaquin,Calaveras,FALSE,1,1
A005648C03,40571,38.29002211,-120.5390138,San Joaquin,Calaveras,FALSE,1,1
A005648C05,8993,38.27736594,-120.5867321,San Joaquin,Calaveras,FALSE,1,1
A005648C07,6026,38.17186192,-120.6457447,San Joaquin,Calaveras,FALSE,0.2,0.2
A005648C07,6027,38.17571467,-120.6387948,San Joaquin,Calaveras,FALSE,0.2,0.2
A005648C07,6028,38.17735986,-120.6408852,San Joaquin,Calaveras,FALSE,0.2,0.2
A005648C07,6029,38.17899736,-120.6492377,San Joaquin,Calaveras,FALSE,0.2,0.2
A005648C07,25981,38.16692689,-120.6391261,San Joaquin,Calaveras,FALSE,0.2,0.2
A005648C08,23074,38.19523143,-120.7828908,San Joaquin,Calaveras,FALSE,1,1
A005648C09,43517,38.11631327,-120.6995132,San Joaquin,Calaveras,FALSE,1,1
A005648C11,40572,38.29936198,-120.4766443,San Joaquin,Calaveras,FALSE,1,1
