APPL_ID,DIR_QAQC_2018_01_AF,DIR_QAQC_2018_02_AF,DIR_QAQC_2018_03_AF,DIR_QAQC_2018_04_AF,DIR_QAQC_2018_05_AF,DIR_QAQC_2018_06_AF,DIR_QAQC_2018_07_AF,DIR_QAQC_2018_08_AF,DIR_QAQC_2018_09_AF,DIR_QAQC_2018_10_AF,DIR_QAQC_2018_11_AF,DIR_QAQC_2018_12_AF,STOR_QAQC_2018_01_AF,STOR_QAQC_2018_02_AF,STOR_QAQC_2018_03_AF,STOR_QAQC_2018_04_AF,STOR_QAQC_2018_05_AF,STOR_QAQC_2018_06_AF,STOR_QAQC_2018_07_AF,STOR_QAQC_2018_08_AF,STOR_QAQC_2018_09_AF,STOR_QAQC_2018_10_AF,STOR_QAQC_2018_11_AF,STOR_QAQC_2018_12_AF,DIR_QAQC_2019_01_AF,DIR_QAQC_2019_02_AF,DIR_QAQC_2019_03_AF,DIR_QAQC_2019_04_AF,DIR_QAQC_2019_05_AF,DIR_QAQC_2019_06_AF,DIR_QAQC_2019_07_AF,DIR_QAQC_2019_08_AF,DIR_QAQC_2019_09_AF,DIR_QAQC_2019_10_AF,DIR_QAQC_2019_11_AF,DIR_QAQC_2019_12_AF,STOR_QAQC_2019_01_AF,STOR_QAQC_2019_02_AF,STOR_QAQC_2019_03_AF,STOR_QAQC_2019_04_AF,STOR_QAQC_2019_05_AF,STOR_QAQC_2019_06_AF,STOR_QAQC_2019_07_AF,STOR_QAQC_2019_08_AF,STOR_QAQC_2019_09_AF,STOR_QAQC_2019_10_AF,STOR_QAQC_2019_11_AF,STOR_QAQC_2019_12_AF
S018937,0,0,5.08,34.64,24.44,23.61,26.21,18.37,1.7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,16.58,4.18,6.8,25.26,28.57,20.39,1.7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
S018939,0,0,0,105.98,61.46,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,114.46,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
S018940,0,0,5.08,34.64,24.44,23.61,26.21,18.37,1.7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,16.58,4.18,6.8,25.26,28.57,20.39,1.7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
S018941,0,0,0,10.1,10.1,10.1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2.48,0,4.95,0,9.9,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
S018942,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
S018943,0,0,8.13,6.19,10.56,37.78,41.94,29.39,2.72,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
S018945,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
S018946,0,0,8.13,6.19,10.56,37.78,41.94,29.39,2.72,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
S018947,0,0,0,87.47,87.47,87.47,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,21.9,0,43.8,0,87.6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
S018948,0,0,5.08,34.64,24.44,23.61,26.21,18.37,1.7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,16.58,4.18,6.8,25.26,28.57,20.39,1.7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
S018949,0,0,8.13,6.19,10.56,37.78,41.94,29.39,2.72,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
S018950,0,0,0,46.4,46.4,46.4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,23.2,0,23.2,0,46.4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
S018951,0,0,5.08,34.64,24.44,23.61,26.21,18.37,1.7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,16.58,4.18,6.8,25.26,28.57,20.39,1.7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
S018952,0,0,5.08,34.64,24.44,23.61,26.21,18.37,1.7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,16.58,4.18,6.8,25.26,28.57,20.39,1.7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
S018954,0,0,0,0,0,126.37,140.3,98.3,0,0,150.53,50.17,0,0,0,0,0,0,0,0,0,0,0,0,35.46,0,0,0,26.11,76.85,64.42,8.8,0,0,99.59,69.01,0,0,0,0,0,0,0,0,0,0,0,0
S018955,0,0,22.37,17.01,29.04,103.89,115.34,80.82,7.49,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,33.56,26.85,35.85,117.4,131.92,95.13,12.41,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
S018956,0,0,0,0,97.01,119.11,153.63,171.86,132.27,117.64,35.76,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5.88,67.63,102,159.26,157.02,96.75,56.56,6.64,3.97,1.53,0,0,0,0,0,0,0,0,0,0,0,0
S018958,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
S018959,0,0,0,68.82,79.81,98.97,110.42,84.32,58.74,1.18,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,13.85,93.13,123.42,190.8,178.28,48.95,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
S018961,0,0,0,0,82.11,112.48,97.39,5.7,0,0,110.55,64.98,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,26.11,76.85,64.42,8.8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
S018962,0,0,0,136.15,158.26,194.59,216.66,165.41,113.44,2.42,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,27.53,41.26,118.99,166.12,154.68,84.05,1.62,0,0,0,0,0,0,0,0,0,0,0,0,0,0
S018964,0,0,0,0,82.11,112.48,97.39,5.7,0,0,110.55,64.98,0,0,0,0,0,0,0,0,0,0,0,0,21.06,0,0,0,26.11,76.85,64.42,8.8,0,0,41.99,30.61,0,0,0,0,0,0,0,0,0,0,0,0
S018965,0,0,0,0,0,1.105,1.16,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.06,0.58,0.15,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
S018966,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
S018967,51,104,0,0,0,0,0,0,0,0,171,161,0,0,0,0,0,0,0,0,0,0,0,0,62,71,0,0,0,0,0,0,0,0,184,150,0,0,0,0,0,0,0,0,0,0,0,0
S018968,0,0,0,101.69,111.29,158.88,190.65,156.49,115.29,71.25,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.91,58.37,81.39,149.67,175.58,164.3,101.44,25.67,0,0,0,0,0,0,0,0,0,0,0,0,0,0
S018969,0,0,0,0,7.768,6.688,8.288,9.069,5.188,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.001,1.98,12.818,5.385,6.417,5.9,0.995,0,0,0,0,0,0,0,0,0,0,0,0,0,0
S018970,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
S018971,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
S018972,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
S018973,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
S018975,0.042,0.042,0.042,0.042,0.042,0.042,0.042,0.042,0.042,0.042,0.042,0.042,0,0,0,0,0,0,0,0,0,0,0,0,0.042,0.042,0.042,0.042,0.042,0.042,0.042,0.042,0.042,0.042,0.042,0.042,0,0,0,0,0,0,0,0,0,0,0,0
S018976,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
S018977,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
S018978,0,0,0,1.5,4.5,4.5,4.5,4,3.5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.5,4.5,4.5,4.5,4,3.5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
S018979,50,50,50,50,50,50,50,50,50,50,50,50,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
S018980,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
S018981,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
S018982,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
S018983,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
S018984,0,0,0,1.5,4.5,4.5,4.5,4,3.5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.5,4.6,4.6,4.6,4.2,3.5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
S018985,0,0,22.37,17.01,29.04,103.89,115.34,80.82,7.49,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,33.56,26.85,35.85,117.4,131.92,95.13,12.41,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
S018987,141.59,143.07,0,0,0,117.85,130.84,91.68,0,0,0,144.99,0,0,0,0,0,0,0,0,0,0,0,0,87.11,75.02,0,0,0,126.1,142.62,101.76,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
S018989,0,0,0,0,15.84,56.67,62.91,44.08,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
S018992,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
S018995,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
S019001,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
S019004,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
S019007,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
S019013,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
S019016,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
S019017,134.65,136.05,0,0,0,112.07,124.42,87.18,0,0,0,137.88,0,0,0,0,0,0,0,0,0,0,0,0,82.83,71.33,0,0,0,119.92,135.62,96.77,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
S019020,0,0,0,109.4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,63.84,187.91,157.53,21.52,1.62,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
S019023,0,0,0,77.95,157.12,216.9,218.42,196.98,154.96,110.63,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,65.77,126.43,181.31,186,170.82,121.06,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
S019024,0,0,0,1.13,1.34,1.84,1.89,1.54,1.28,0.64,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.22,1.38,1.97,2.06,1.71,1.28,0.7,0,0,0,0,0,0,0,0,0,0,0,0,0,0
S019026,0,0,0,15.59,31.42,43.38,43.68,39.4,30.99,22.13,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,13.15,25.29,36.26,37.2,34.16,24.21,18.84,0,0,0,0,0,0,0,0,0,0,0,0,0,0
S019029,0,0,0,26.54,53.49,73.84,74.36,67.06,52.76,37.66,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,25.08,48.21,69.13,70.92,65.13,46.16,35.92,0,0,0,0,0,0,0,0,0,0,0,0,0,0
S019032,0,0,14.01,20.16,24,33.29,32.44,27.84,24.04,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
S019033,0,0,0,25.667,21.53,70.924,34.449,0,79.156,15.174,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,9.5,41.45,61.66,49.67,14.67,10.42,0,0,0,0,0,0,0,0,0,0,0,0,0,0
S019035,0,0,0,34.07,25.47,12.38,12.02,12.06,8.36,10.08,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,55.3,56.73,52.1,36.93,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
S019036,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
S019038,0,0,0,18.53,26.8,36.76,36.52,31.99,26.82,17.64,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,15.34,21.85,22.12,19.73,14.9,10.68,4.77,0,0,0,0,0,0,0,0,0,0,0,0,0
S019042,0,0,0,21.85,37.31,46.6,44.37,34.81,30.39,20.63,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,22.72,31.34,45.2,45.26,41.42,31,22.49,0,0,0,0,0,0,0,0,0,0,0,0,0,0
S019044,0,0,0,29,57,79,80,72,57,40,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,30,56,81,83,76,54,42,0,0,0,0,0,0,0,0,0,0,0,0,0,0
S019048,0,0,0,0,0,0,0,0,11.22,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,15.54,22.39,22.23,19.42,15.11,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
S019050,0,0,0,0,0,1.83,1.28,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,40.43,45.91,66.16,65.67,57.38,44.65,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
S019051,0,0,0,23.25,13.48,1,0.67,1.55,0.34,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,27.37,31.08,44.78,44.45,38.84,30.23,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
S019052,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
S019053,13.47,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,101.06,114.29,81.55,6.81,10.97,0,0,0,0,0,0,0,0,0,0,0,0,0,0
S019054,0,46.2,99,180.4,52.8,129.8,158.4,116.6,59.4,220,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,46.2,99,180.4,52.8,129.8,158.4,116.6,59.4,220,0,0,0,0,0,0,0,0,0,0,0,0,0,0
S019055,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
S019056,25.06,0,0,0,0,184,188.81,130.23,72.13,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,61.68,69.28,50.6,4.42,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
S019057,0,0,0,43.99,62.73,68.05,62.05,52.64,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,56.31,80.29,87.11,79.44,67.38,55.16,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
S019058,7.94,9.06,9.9,12.15,36.24,70.44,68.88,60.08,44.92,28.02,8.97,9.92,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
S019060,0,0,0,0,45.64,25.4,50.24,79.39,80.95,24.47,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,50.49,77.35,86.42,64.27,5.81,16.29,0,0,0,0,0,0,0,0,0,0,0,0,0,0
S019061,0,0,0,0,37.23,0,47.59,29.74,32.84,0,6.29,8.07,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7.31,10.26,9.9,0,0.41,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
S019062,176.77,0,0,0,125.42,157.6,190.8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,139.36,222.98,334.47,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
S019063,0,0,0,0,1.76,5.941,5.23,4.34,9.34,13.4,3.6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,10.13,36.57,7.15,21.33,10.22,5.85,10.48,0,0,0,0,0,0,0,0,0,0,0,0,0
S019064,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
S019065,0,0,0,53.56,80.68,157.24,165.05,129.88,65.04,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,80.85,91.44,65.24,5.45,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
S019066,0,0,0,0,2.42,2.69,6.51,6.28,7.15,1.47,0.86,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.92,6.34,25.43,24.34,23.9,14.5,6.3,0,0,0,0,0,0,0,0,0,0,0,0,0
S019068,0,0,0,107.69,147.45,345.62,364.27,257.53,97.39,66.26,57.97,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,125.1,236.81,258.73,196.83,50.72,50.22,0,0,0,0,0,0,0,0,0,0,0,0,0,0
S019069,0,0,28.02,40.31,48.01,66.58,64.88,55.67,48.09,24.04,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,30.82,43.54,49.45,71.24,70.72,61.8,48.09,26.21,0,0,0,0,0,0,0,0,0,0,0,0,0,0
S019070,0,0,0,0,6.03,6.45,8.4,5.97,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
S019071,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
S019072,42.1,150.35,167.74,208.9,150.14,83.55,165.27,261.16,266.3,80.5,70.15,62.41,0,0,0,0,0,0,0,0,0,0,0,0,69.31,116.19,206.65,252.69,173.21,100.12,201.76,324.67,298.25,98.27,91.14,59.41,0,0,0,0,0,0,0,0,0,0,0,0
S019073,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
S019075,336.4,0,0,0,0,0,0,0,414.01,401.53,383.98,370.84,0,0,0,0,0,0,0,0,0,0,0,0,384.29,0,0,0,0,0,0,0,520,285.65,484.83,391.22,0,0,0,0,0,0,0,0,0,0,0,0
S019076,0,0,47.63,28.17,125.86,200.89,186.64,140.95,58.01,48,5.18,6.64,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,48.23,97.84,146.65,141.61,137.13,92.39,82.95,10.7,0,0,0,0,0,0,0,0,0,0,0,0,0
S019077,239.17,53.44,0,0,151.56,73.02,234.09,222.09,17.46,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,44.19,50.11,243.06,243.06,89.21,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
S019079,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
S019081,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
S019082,0,0,0,0,0,80.5,78.71,68.66,51.33,0,0,29,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,71.37,129.16,127.34,116.44,78.31,59.24,0,0,0,0,0,0,0,0,0,0,0,0,0,0
S019083,0,0,0,175,182,212,252,215,180,24,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,170,185,215,249,212,178,31,0,0,0,0,0,0,0,0,0,0,0,0,0,0
S019084,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
S019085,0,0,0,1.1,4,4.8,5.5,5.9,4,0.09,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.622,1.433,12.62,8.937,10.516,6.37,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
S019086,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
S019087,1.38,1.46,1.15,2.7,7.78,10.27,9.89,7.63,6.56,4.19,1.25,1.56,0,0,0,0,0,0,0,0,0,0,0,0,1.91,0.8,1.22,2.81,6.54,9.96,10.08,9.07,6.69,4.56,1.39,1.14,0,0,0,0,0,0,0,0,0,0,0,0
S019088,0,0,0,0,0,0.5,3.1,3,4.2,0.9,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3.5,3,1.4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
S019089,0,0,0,0,66.97,140.3,143.43,94.77,45.58,31.07,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,52.64,142.93,157.76,118.49,29.77,27.98,0,0,0,0,0,0,0,0,0,0,0,0,0,0
S019090,0.4,0.42,0.34,0.79,2.27,2.99,2.88,2.22,1.91,1.22,0.37,0.45,0,0,0,0,0,0,0,0,0,0,0,0,0.56,0.23,0.36,0.82,1.91,2.91,2.94,2.65,1.95,1.33,0.41,0.33,0,0,0,0,0,0,0,0,0,0,0,0
S019091,0,0,0,3.728,6.369,8.227,10.233,9.166,5.845,1.764,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.622,1.433,12.62,8.937,10.516,6.37,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
S019092,0,0,0,64.48,53.51,78.3,85.03,63.28,11.59,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,69.64,55.12,83.78,92.68,70.24,11.59,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
S019093,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
S019094,0,0,0,0,17,48,71,101,64,54,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,18,49,70,98,63,53,0,0,0,0,0,0,0,0,0,0,0,0,0,0
S019095,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,60.61,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
S019096,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
S019097,0,0,0,10,40,50,50,50,33,20,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8,30,50,50,60,33,13,0,0,0,0,0,0,0,0,0,0,0,0,0,0
S019098,0,0,0,0,37.72,52.32,50.98,43.74,37.78,18.89,12.35,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,55.98,55.56,48.55,37.78,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
S019099,1.09,1.15,0.91,2.14,6.16,8.13,7.83,6.04,5.19,3.31,0.99,1.23,0,0,0,0,0,0,0,0,0,0,0,0,1.51,0.63,0.96,2.22,5.17,7.89,7.98,7.18,5.3,3.61,1.1,0.9,0,0,0,0,0,0,0,0,0,0,0,0
S019100,12,0,13,0,16,13,20,22,17,13,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,16,22,23,18,16,11,0,0,0,0,0,0,0,0,0,0,0,0,0,0
S019101,16.17,0,0,0,0,117.93,123.79,97.41,48.78,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,41.22,22.46,0,0,0,0,0,0,0,0,0,0,0,0,0,0
S019102,0,0,0,6.3,25.1,37.8,41.8,34.7,19.6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5.2,19.4,31.9,38.1,35.7,17.6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
S019103,0,0,0,0,4,10,14,20,13,11,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,8,15,19,16,9,0,0,0,0,0,0,0,0,0,0,0,0,0,0
